reading_id,machine_id,timestamp,temperature,vibration,pressure,runtime_hours,energy_consumption,operating_load
R00005290,M0015,2024-03-03T06:00:00,81.05,4.731,190.34,10913.02,59.25,0.814
R00005291,M0015,2024-03-03T12:00:00,84.59,5.025,196.53,10916.78,61.55,0.626
R00005292,M0015,2024-03-03T18:00:00,80.18,5.219,202.78,10921.42,58.5,0.774
R00005293,M0015,2024-03-04T00:00:00,80.86,4.965,195.02,10925.96,59.21,0.757
R00005294,M0015,2024-03-04T06:00:00,83.3,4.499,189.42,10929.34,56.5,0.563
R00005295,M0015,2024-03-04T12:00:00,84.69,4.719,196.46,10934.06,58.25,0.787
R00005296,M0015,2024-03-04T18:00:00,80.68,4.981,193.54,10938.23,59.36,0.694
R00005297,M0015,2024-03-05T00:00:00,82.22,4.559,190.72,10942.64,55.94,0.736
R00005298,M0015,2024-03-05T06:00:00,85.66,4.893,191.73,10947.02,59.67,0.73
R00005299,M0015,2024-03-05T12:00:00,80.69,4.604,196.75,10951.17,62.39,0.692
R00005300,M0015,2024-03-05T18:00:00,80.5,4.659,191.14,10955.07,55.29,0.649
R00005301,M0015,2024-03-06T00:00:00,85.47,4.66,190.37,10959.69,59.81,0.77
R00005302,M0015,2024-03-06T06:00:00,82.84,4.681,189.48,10963.37,51.46,0.615
R00005303,M0015,2024-03-06T12:00:00,81.01,4.829,190.48,10968.0,59.41,0.77
R00005304,M0015,2024-03-06T18:00:00,81.23,4.839,191.73,10972.17,57.21,0.695
R00005305,M0015,2024-03-07T00:00:00,81.53,5.167,200.51,10976.69,60.81,0.754
R00005306,M0015,2024-03-07T06:00:00,79.96,4.564,190.48,10980.83,57.12,0.689
R00005307,M0015,2024-03-07T12:00:00,79.59,4.496,190.49,10983.84,55.53,0.502
R00005308,M0015,2024-03-07T18:00:00,82.52,4.727,189.7,10988.31,55.27,0.746
R00005309,M0015,2024-03-08T00:00:00,79.01,4.833,192.31,10992.42,59.27,0.684
R00005310,M0015,2024-03-08T06:00:00,82.92,4.793,199.47,10997.82,60.35,0.901
R00005311,M0015,2024-03-08T12:00:00,83.77,4.902,195.14,11002.61,62.93,0.797
R00005312,M0015,2024-03-08T18:00:00,80.74,4.598,196.94,11007.0,56.38,0.732
R00005313,M0015,2024-03-09T00:00:00,81.8,4.751,187.39,11010.33,60.34,0.555
R00005314,M0015,2024-03-09T06:00:00,83.5,5.693,196.0,11015.41,62.94,0.846
R00005315,M0015,2024-03-09T12:00:00,82.81,4.651,192.02,11020.19,56.81,0.797
R00005316,M0015,2024-03-09T18:00:00,80.02,4.599,195.51,11024.17,54.25,0.663
R00005317,M0015,2024-03-10T00:00:00,80.05,4.753,192.37,11027.51,54.21,0.557
R00005318,M0015,2024-03-10T06:00:00,82.82,5.203,196.15,11032.73,58.28,0.87
R00005319,M0015,2024-03-10T12:00:00,83.42,4.784,194.72,11038.56,61.48,0.97
R00005320,M0015,2024-03-10T18:00:00,78.75,4.663,194.02,11043.34,58.68,0.798
R00005321,M0015,2024-03-11T00:00:00,82.34,4.787,191.36,11048.18,56.73,0.806
R00005322,M0015,2024-03-11T06:00:00,82.81,4.661,194.54,11053.01,59.21,0.805
R00005323,M0015,2024-03-11T12:00:00,80.16,4.636,191.93,11057.45,57.53,0.739
R00005324,M0015,2024-03-11T18:00:00,81.46,4.844,193.57,11062.65,62.63,0.867
R00005325,M0015,2024-03-12T00:00:00,81.58,4.747,193.67,11066.89,57.56,0.706
R00005326,M0015,2024-03-12T06:00:00,83.03,4.707,197.49,11070.84,55.56,0.658
R00005327,M0015,2024-03-12T12:00:00,82.28,5.021,191.87,11076.44,56.88,0.934
R00005328,M0015,2024-03-12T18:00:00,78.54,4.61,192.08,11080.01,55.74,0.596
R00005329,M0015,2024-03-13T00:00:00,82.38,4.738,205.93,11085.19,59.43,0.863
R00005330,M0015,2024-03-13T06:00:00,83.9,4.738,193.65,11089.17,59.41,0.663
R00005331,M0015,2024-03-13T12:00:00,84.9,4.713,191.98,11094.59,61.56,0.903
R00005332,M0015,2024-03-13T18:00:00,81.01,4.633,202.69,11098.6,60.8,0.669
R00005333,M0015,2024-03-14T00:00:00,80.17,5.117,184.05,11102.33,58.23,0.621
R00005334,M0015,2024-03-14T06:00:00,85.57,4.842,191.04,11105.98,59.01,0.609
R00005335,M0015,2024-03-14T12:00:00,85.51,4.999,190.39,11111.4,60.8,0.903
R00005336,M0015,2024-03-14T18:00:00,79.29,4.738,200.91,11116.13,54.81,0.787
R00005337,M0015,2024-03-15T00:00:00,79.07,4.796,191.61,11120.27,55.77,0.691
R00005338,M0015,2024-03-15T06:00:00,84.07,4.692,192.41,11125.06,59.29,0.797
R00005339,M0015,2024-03-15T12:00:00,81.07,4.658,185.5,11129.27,58.54,0.701
R00005340,M0015,2024-03-15T18:00:00,78.8,5.012,190.99,11133.13,57.92,0.644
R00005341,M0015,2024-03-16T00:00:00,79.96,4.725,197.85,11137.87,57.0,0.79
R00005342,M0015,2024-03-16T06:00:00,79.98,4.856,194.15,11142.31,60.04,0.74
R00005343,M0015,2024-03-16T12:00:00,85.88,4.599,187.75,11146.36,62.42,0.674
R00005344,M0015,2024-03-16T18:00:00,79.7,4.757,186.86,11149.97,59.07,0.602
R00005345,M0015,2024-03-17T00:00:00,84.48,4.875,186.96,11154.24,58.81,0.711
R00005346,M0015,2024-03-17T06:00:00,86.35,4.944,197.43,11160.24,61.15,1.0
R00005347,M0015,2024-03-17T12:00:00,83.91,4.878,198.94,11166.24,58.35,1.0
R00005348,M0015,2024-03-17T18:00:00,78.95,4.812,187.41,11170.1,56.9,0.643
R00005349,M0015,2024-03-18T00:00:00,78.9,4.702,195.0,11174.4,54.07,0.717
R00005350,M0015,2024-03-18T06:00:00,85.15,4.787,194.39,11179.77,58.56,0.895
R00005351,M0015,2024-03-18T12:00:00,81.92,4.713,193.27,11183.79,56.35,0.669
R00005352,M0015,2024-03-18T18:00:00,81.07,5.151,193.77,11188.52,56.07,0.79
R00005353,M0015,2024-03-19T00:00:00,79.56,5.357,194.43,11191.74,60.66,0.535
R00005354,M0015,2024-03-19T06:00:00,84.22,4.909,191.23,11196.58,61.23,0.807
R00005355,M0015,2024-03-19T12:00:00,83.6,5.081,194.85,11201.79,64.16,0.869
R00005356,M0015,2024-03-19T18:00:00,83.37,4.724,191.48,11206.1,56.63,0.717
R00005357,M0015,2024-03-20T00:00:00,79.58,4.502,187.57,11210.0,59.5,0.651
R00005358,M0015,2024-03-20T06:00:00,83.69,4.96,190.3,11214.52,55.17,0.752
R00005359,M0015,2024-03-20T12:00:00,80.27,5.154,199.91,11220.02,60.39,0.918
R00005360,M0015,2024-03-20T18:00:00,80.55,4.886,193.61,11224.54,55.15,0.753
R00005361,M0015,2024-03-21T00:00:00,82.86,5.017,189.02,11229.47,58.4,0.821
R00005362,M0015,2024-03-21T06:00:00,82.13,5.4,194.21,11234.17,62.01,0.783
R00005363,M0015,2024-03-21T12:00:00,82.55,4.672,193.05,11238.52,59.0,0.726
R00005364,M0015,2024-03-21T18:00:00,79.08,4.931,189.82,11243.85,56.86,0.888
R00005365,M0015,2024-03-22T00:00:00,80.37,4.732,203.15,11249.08,60.78,0.872
R00005366,M0015,2024-03-22T06:00:00,82.09,4.537,197.46,11253.03,55.84,0.659
R00005367,M0015,2024-03-22T12:00:00,82.27,5.037,188.72,11256.77,58.56,0.623
R00005368,M0015,2024-03-22T18:00:00,77.56,4.663,195.19,11261.19,55.26,0.736
R00005369,M0015,2024-03-23T00:00:00,83.28,5.04,200.74,11266.73,59.56,0.923
R00005370,M0015,2024-03-23T06:00:00,82.78,4.776,191.45,11271.28,58.28,0.76
R00005371,M0015,2024-03-23T12:00:00,80.75,4.903,188.2,11275.62,58.27,0.722
R00005372,M0015,2024-03-23T18:00:00,79.74,4.889,187.48,11280.12,59.23,0.75
R00005373,M0015,2024-03-24T00:00:00,80.08,4.904,190.76,11283.74,56.26,0.603
R00005374,M0015,2024-03-24T06:00:00,84.9,4.84,190.35,11289.26,62.53,0.92
R00005375,M0015,2024-03-24T12:00:00,84.17,5.145,192.8,11294.78,61.44,0.92
R00005376,M0015,2024-03-24T18:00:00,83.86,4.66,192.45,11298.84,57.73,0.677
R00005377,M0015,2024-03-25T00:00:00,84.19,4.603,192.49,11303.43,57.22,0.765
R00005378,M0015,2024-03-25T06:00:00,83.99,4.714,185.3,11308.67,59.86,0.873
R00005379,M0015,2024-03-25T12:00:00,78.35,4.853,190.73,11312.84,61.1,0.696
R00005380,M0015,2024-03-25T18:00:00,79.53,5.146,200.48,11318.22,57.97,0.896
R00005381,M0015,2024-03-26T00:00:00,77.41,4.584,188.51,11321.98,56.76,0.626
R00005382,M0015,2024-03-26T06:00:00,81.83,4.689,187.68,11326.04,57.02,0.678
R00005383,M0015,2024-03-26T12:00:00,81.23,4.514,188.4,11330.0,59.85,0.659
R00005384,M0015,2024-03-26T18:00:00,82.36,4.612,193.24,11334.33,57.47,0.722
R00005385,M0015,2024-03-27T00:00:00,82.13,4.897,199.76,11339.18,57.82,0.808
R00005386,M0015,2024-03-27T06:00:00,84.87,4.756,192.01,11344.02,59.38,0.807
R00005387,M0015,2024-03-27T12:00:00,80.32,4.785,192.21,11348.08,56.13,0.676
R00005388,M0015,2024-03-27T18:00:00,80.26,4.64,192.46,11352.8,58.14,0.788
R00005389,M0015,2024-03-28T00:00:00,82.88,4.675,194.33,11357.08,56.04,0.713
R00005390,M0015,2024-03-28T06:00:00,82.98,4.924,189.42,11361.99,57.25,0.818
R00005391,M0015,2024-03-28T12:00:00,83.96,4.725,184.3,11366.11,59.97,0.687
R00005392,M0015,2024-03-28T18:00:00,80.61,4.591,191.1,11369.82,59.72,0.617
R00005393,M0015,2024-03-29T00:00:00,79.95,4.981,186.89,11374.66,64.05,0.808
R00005394,M0015,2024-03-29T06:00:00,84.97,4.652,188.26,11378.53,59.33,0.645
R00005395,M0015,2024-03-29T12:00:00,82.87,4.798,190.59,11382.76,55.94,0.704
R00005396,M0015,2024-03-29T18:00:00,75.3,4.533,192.02,11386.41,52.42,0.608
R00005397,M0015,2024-03-30T00:00:00,80.91,4.652,191.2,11390.01,56.59,0.601
R00005398,M0015,2024-03-30T06:00:00,82.69,4.735,186.19,11394.62,58.98,0.767
R00005399,M0015,2024-03-30T12:00:00,81.45,5.219,193.82,11399.12,59.02,0.75
R00005400,M0015,2024-03-30T18:00:00,83.79,4.674,185.11,11403.89,60.49,0.795
R00005401,M0016,2024-01-01T00:00:00,71.77,4.619,248.4,5868.89,51.01,0.489
R00005402,M0016,2024-01-01T06:00:00,70.44,4.331,250.96,5873.19,52.13,0.718
R00005403,M0016,2024-01-01T12:00:00,70.61,4.568,251.91,5876.47,52.53,0.546
R00005404,M0016,2024-01-01T18:00:00,68.63,4.931,249.08,5881.08,55.36,0.769
R00005405,M0016,2024-01-02T00:00:00,68.07,5.046,262.49,5885.21,52.68,0.687
R00005406,M0016,2024-01-02T06:00:00,71.32,4.418,249.62,5889.7,50.96,0.749
R00005407,M0016,2024-01-02T12:00:00,71.1,4.45,252.07,5895.12,54.79,0.903
R00005408,M0016,2024-01-02T18:00:00,66.02,4.558,257.12,5898.33,47.14,0.535
R00005409,M0016,2024-01-03T00:00:00,65.86,4.478,250.75,5901.75,52.62,0.57
R00005410,M0016,2024-01-03T06:00:00,71.02,4.355,251.65,5905.8,58.11,0.676
R00005411,M0016,2024-01-03T12:00:00,70.4,4.507,250.66,5909.61,53.2,0.635
R00005412,M0016,2024-01-03T18:00:00,68.41,4.261,252.56,5913.48,49.2,0.645
R00005413,M0016,2024-01-04T00:00:00,72.17,4.99,253.57,5918.91,52.52,0.905
R00005414,M0016,2024-01-04T06:00:00,72.27,4.338,251.0,5923.61,53.42,0.784
R00005415,M0016,2024-01-04T12:00:00,72.32,4.636,248.32,5928.33,54.26,0.787
R00005416,M0016,2024-01-04T18:00:00,67.15,4.873,248.86,5932.7,55.76,0.728
R00005417,M0016,2024-01-05T00:00:00,69.41,4.22,251.9,5936.11,50.92,0.569
R00005418,M0016,2024-01-05T06:00:00,72.39,4.558,254.42,5940.83,51.86,0.787
R00005419,M0016,2024-01-05T12:00:00,69.18,4.53,255.9,5945.35,52.12,0.752
R00005420,M0016,2024-01-05T18:00:00,70.02,4.58,255.11,5949.32,54.95,0.661
R00005421,M0016,2024-01-06T00:00:00,74.46,4.597,251.26,5954.29,57.4,0.828
R00005422,M0016,2024-01-06T06:00:00,71.07,4.522,264.71,5959.11,54.23,0.803
R00005423,M0016,2024-01-06T12:00:00,73.29,5.228,255.28,5963.92,58.83,0.802
R00005424,M0016,2024-01-06T18:00:00,67.82,4.357,245.67,5967.6,48.02,0.613
R00005425,M0016,2024-01-07T00:00:00,71.07,4.672,259.83,5972.08,51.67,0.747
R00005426,M0016,2024-01-07T06:00:00,71.3,4.33,257.17,5976.45,54.97,0.728
R00005427,M0016,2024-01-07T12:00:00,71.46,4.778,258.46,5981.12,52.28,0.778
R00005428,M0016,2024-01-07T18:00:00,67.59,4.383,251.59,5985.25,51.39,0.688
R00005429,M0016,2024-01-08T00:00:00,68.83,4.413,250.72,5990.52,54.66,0.878
R00005430,M0016,2024-01-08T06:00:00,71.48,4.67,257.8,5994.24,53.68,0.62
R00005431,M0016,2024-01-08T12:00:00,71.54,4.72,251.31,5998.53,54.48,0.715
R00005432,M0016,2024-01-08T18:00:00,64.37,4.402,247.64,6001.56,48.77,0.506
R00005433,M0016,2024-01-09T00:00:00,71.64,4.949,253.9,6006.11,55.11,0.757
R00005434,M0016,2024-01-09T06:00:00,72.38,4.407,257.01,6010.29,55.75,0.697
R00005435,M0016,2024-01-09T12:00:00,72.93,4.325,251.66,6014.84,53.26,0.757
R00005436,M0016,2024-01-09T18:00:00,66.34,4.475,249.11,6018.97,52.08,0.688
R00005437,M0016,2024-01-10T00:00:00,67.26,4.53,260.78,6023.4,53.42,0.739
R00005438,M0016,2024-01-10T06:00:00,71.0,4.411,253.87,6027.9,51.83,0.75
R00005439,M0016,2024-01-10T12:00:00,68.95,4.748,248.07,6031.77,52.31,0.646
R00005440,M0016,2024-01-10T18:00:00,67.23,4.757,255.83,6035.41,56.2,0.607
R00005441,M0016,2024-01-11T00:00:00,72.59,4.58,255.44,6040.29,54.98,0.813
R00005442,M0016,2024-01-11T06:00:00,72.47,4.41,250.97,6043.89,54.48,0.599
R00005443,M0016,2024-01-11T12:00:00,68.56,4.48,254.56,6047.63,51.49,0.624
R00005444,M0016,2024-01-11T18:00:00,68.34,4.882,250.34,6051.6,50.14,0.662
R00005445,M0016,2024-01-12T00:00:00,71.91,4.438,251.6,6055.81,52.21,0.701
R00005446,M0016,2024-01-12T06:00:00,74.79,4.227,253.63,6059.51,49.67,0.617
R00005447,M0016,2024-01-12T12:00:00,69.26,4.34,253.0,6062.93,52.0,0.57
R00005448,M0016,2024-01-12T18:00:00,65.44,4.71,253.68,6067.53,50.43,0.766
R00005449,M0016,2024-01-13T00:00:00,70.05,4.503,253.99,6071.52,54.0,0.666
R00005450,M0016,2024-01-13T06:00:00,73.11,5.036,251.36,6075.77,57.18,0.707
R00005451,M0016,2024-01-13T12:00:00,67.83,4.238,252.7,6079.4,50.02,0.605
R00005452,M0016,2024-01-13T18:00:00,69.85,4.748,249.68,6084.81,55.25,0.903
R00005453,M0016,2024-01-14T00:00:00,73.15,4.338,254.84,6088.4,54.04,0.598
R00005454,M0016,2024-01-14T06:00:00,68.46,4.79,258.45,6093.34,56.64,0.823
R00005455,M0016,2024-01-14T12:00:00,66.21,4.22,254.29,6096.73,50.53,0.564
R00005456,M0016,2024-01-14T18:00:00,65.07,4.396,252.62,6100.89,49.56,0.693
R00005457,M0016,2024-01-15T00:00:00,69.88,4.404,248.82,6103.82,51.33,0.489
R00005458,M0016,2024-01-15T06:00:00,70.72,4.399,255.06,6107.69,55.1,0.645
R00005459,M0016,2024-01-15T12:00:00,70.4,5.357,260.35,6112.59,53.91,0.816
R00005460,M0016,2024-01-15T18:00:00,64.95,4.291,260.0,6116.87,56.41,0.714
R00005461,M0016,2024-01-16T00:00:00,70.55,4.471,260.95,6120.99,51.05,0.687
R00005462,M0016,2024-01-16T06:00:00,72.92,4.913,254.67,6126.94,54.73,0.992
R00005463,M0016,2024-01-16T12:00:00,67.49,4.356,256.42,6131.42,55.03,0.746
R00005464,M0016,2024-01-16T18:00:00,71.08,4.542,255.63,6136.07,49.22,0.775
R00005465,M0016,2024-01-17T00:00:00,70.64,4.427,247.45,6140.19,52.25,0.687
R00005466,M0016,2024-01-17T06:00:00,70.97,4.502,252.49,6144.23,53.48,0.672
R00005467,M0016,2024-01-17T12:00:00,71.56,4.626,251.93,6148.11,59.6,0.646
R00005468,M0016,2024-01-17T18:00:00,69.5,4.535,255.79,6151.8,53.89,0.616
R00005469,M0016,2024-01-18T00:00:00,69.22,4.835,249.55,6155.33,53.56,0.589
R00005470,M0016,2024-01-18T06:00:00,71.98,4.905,256.97,6159.75,54.77,0.737
R00005471,M0016,2024-01-18T12:00:00,71.11,4.39,255.92,6164.68,51.8,0.821
R00005472,M0016,2024-01-18T18:00:00,68.55,4.534,259.81,6169.91,53.83,0.871
R00005473,M0016,2024-01-19T00:00:00,70.61,4.468,252.87,6173.95,55.01,0.674
R00005474,M0016,2024-01-19T06:00:00,71.53,4.438,254.77,6177.32,48.12,0.56
R00005475,M0016,2024-01-19T12:00:00,67.91,4.709,251.93,6181.43,54.9,0.686
R00005476,M0016,2024-01-19T18:00:00,68.18,4.166,262.96,6184.83,53.44,0.566
R00005477,M0016,2024-01-20T00:00:00,74.17,4.467,254.13,6189.76,54.86,0.823
R00005478,M0016,2024-01-20T06:00:00,67.34,4.3,254.68,6194.18,51.37,0.736
R00005479,M0016,2024-01-20T12:00:00,68.87,4.672,258.92,6197.37,51.45,0.532
R00005480,M0016,2024-01-20T18:00:00,66.65,4.402,252.38,6200.21,48.36,0.473
R00005481,M0016,2024-01-21T00:00:00,69.15,4.364,248.15,6203.96,51.88,0.625
R00005482,M0016,2024-01-21T06:00:00,72.66,4.528,248.54,6207.28,51.93,0.553
R00005483,M0016,2024-01-21T12:00:00,69.74,4.323,254.92,6211.2,53.26,0.653
R00005484,M0016,2024-01-21T18:00:00,69.29,4.863,248.78,6216.43,57.65,0.871
R00005485,M0016,2024-01-22T00:00:00,70.71,4.472,254.59,6220.96,54.44,0.756
R00005486,M0016,2024-01-22T06:00:00,73.42,4.421,249.77,6224.92,50.54,0.659
R00005487,M0016,2024-01-22T12:00:00,72.06,4.409,248.08,6228.96,54.17,0.674
R00005488,M0016,2024-01-22T18:00:00,70.49,4.589,248.13,6232.73,52.64,0.628
R00005489,M0016,2024-01-23T00:00:00,67.62,4.223,255.97,6236.43,50.92,0.617
R00005490,M0016,2024-01-23T06:00:00,67.79,4.458,255.17,6240.29,48.89,0.643
R00005491,M0016,2024-01-23T12:00:00,69.83,4.451,253.14,6245.34,51.08,0.841
R00005492,M0016,2024-01-23T18:00:00,67.5,4.6,244.89,6249.83,55.11,0.748
R00005493,M0016,2024-01-24T00:00:00,71.93,4.488,257.74,6254.03,52.61,0.701
R00005494,M0016,2024-01-24T06:00:00,72.32,4.195,250.55,6257.33,54.23,0.549
R00005495,M0016,2024-01-24T12:00:00,71.32,4.655,257.52,6261.73,53.99,0.734
R00005496,M0016,2024-01-24T18:00:00,70.55,4.606,254.06,6266.65,55.51,0.819
R00005497,M0016,2024-01-25T00:00:00,71.75,4.439,257.21,6271.58,53.13,0.822
R00005498,M0016,2024-01-25T06:00:00,69.91,4.415,253.32,6276.78,52.3,0.867
R00005499,M0016,2024-01-25T12:00:00,68.32,5.05,248.66,6281.18,51.46,0.734
R00005500,M0016,2024-01-25T18:00:00,67.95,4.533,254.61,6284.69,54.72,0.585
R00005501,M0016,2024-01-26T00:00:00,70.67,4.303,253.67,6288.34,54.8,0.609
R00005502,M0016,2024-01-26T06:00:00,74.21,4.172,245.94,6291.43,51.79,0.514
R00005503,M0016,2024-01-26T12:00:00,68.93,4.996,253.99,6295.69,51.99,0.711
R00005504,M0016,2024-01-26T18:00:00,66.83,5.119,256.05,6300.32,53.55,0.772
R00005505,M0016,2024-01-27T00:00:00,67.33,4.499,260.85,6304.94,51.55,0.769
R00005506,M0016,2024-01-27T06:00:00,71.02,4.777,252.55,6309.09,51.26,0.693
R00005507,M0016,2024-01-27T12:00:00,69.27,4.531,252.6,6315.0,52.7,0.984
R00005508,M0016,2024-01-27T18:00:00,66.69,4.521,245.37,6318.5,53.71,0.583
R00005509,M0016,2024-01-28T00:00:00,71.57,4.41,255.54,6323.41,57.09,0.82
R00005510,M0016,2024-01-28T06:00:00,72.03,4.378,255.13,6326.46,51.38,0.508
R00005511,M0016,2024-01-28T12:00:00,67.85,4.925,253.72,6331.13,56.26,0.778
R00005512,M0016,2024-01-28T18:00:00,69.47,4.618,252.49,6335.68,54.57,0.759
R00005513,M0016,2024-01-29T00:00:00,69.17,4.285,250.95,6339.5,51.81,0.636
R00005514,M0016,2024-01-29T06:00:00,70.49,4.297,253.9,6343.53,50.39,0.672
R00005515,M0016,2024-01-29T12:00:00,69.46,4.376,251.37,6348.01,54.99,0.746
R00005516,M0016,2024-01-29T18:00:00,67.04,4.538,259.87,6352.84,50.36,0.805
R00005517,M0016,2024-01-30T00:00:00,70.77,4.651,249.81,6356.47,50.99,0.604
R00005518,M0016,2024-01-30T06:00:00,71.13,4.435,251.34,6361.16,56.18,0.782
R00005519,M0016,2024-01-30T12:00:00,67.14,4.701,255.41,6364.79,53.29,0.605
R00005520,M0016,2024-01-30T18:00:00,66.86,4.461,263.85,6369.82,51.66,0.837
R00005521,M0016,2024-01-31T00:00:00,69.67,4.406,254.98,6373.64,51.09,0.638
R00005522,M0016,2024-01-31T06:00:00,70.99,4.474,248.32,6377.46,56.84,0.636
R00005523,M0016,2024-01-31T12:00:00,69.21,4.346,252.87,6381.39,53.08,0.655
R00005524,M0016,2024-01-31T18:00:00,69.91,4.438,252.4,6385.28,51.19,0.649
R00005525,M0016,2024-02-01T00:00:00,70.43,4.8,258.36,6390.2,52.79,0.819
R00005526,M0016,2024-02-01T06:00:00,68.1,4.475,258.7,6394.97,52.65,0.796
R00005527,M0016,2024-02-01T12:00:00,68.88,4.444,254.07,6399.57,53.27,0.766
R00005528,M0016,2024-02-01T18:00:00,71.7,4.727,258.38,6405.11,53.34,0.924
R00005529,M0016,2024-02-02T00:00:00,67.16,4.673,249.75,6409.0,51.8,0.648
R00005530,M0016,2024-02-02T06:00:00,71.04,4.216,248.14,6412.39,55.46,0.565
R00005531,M0016,2024-02-02T12:00:00,71.15,4.942,251.82,6415.72,51.04,0.554
R00005532,M0016,2024-02-02T18:00:00,70.93,4.334,248.76,6419.49,53.76,0.628
R00005533,M0016,2024-02-03T00:00:00,70.09,4.559,249.93,6423.45,51.29,0.661
R00005534,M0016,2024-02-03T06:00:00,71.95,4.707,254.85,6428.18,54.8,0.788
R00005535,M0016,2024-02-03T12:00:00,69.58,4.348,255.64,6432.76,50.74,0.763
R00005536,M0016,2024-02-03T18:00:00,68.81,4.733,250.1,6437.54,53.2,0.797
R00005537,M0016,2024-02-04T00:00:00,71.0,4.322,254.2,6441.38,51.01,0.639
R00005538,M0016,2024-02-04T06:00:00,74.07,4.32,251.41,6445.56,52.56,0.697
R00005539,M0016,2024-02-04T12:00:00,72.43,4.746,253.32,6449.75,50.86,0.698
R00005540,M0016,2024-02-04T18:00:00,68.45,4.787,251.48,6453.68,53.25,0.655
R00005541,M0016,2024-02-05T00:00:00,70.71,4.623,254.75,6457.97,52.33,0.714
R00005542,M0016,2024-02-05T06:00:00,68.35,4.434,254.53,6462.64,55.42,0.779
R00005543,M0016,2024-02-05T12:00:00,70.42,4.409,258.37,6466.9,52.26,0.71
R00005544,M0016,2024-02-05T18:00:00,64.69,4.379,253.14,6470.17,49.24,0.546
R00005545,M0016,2024-02-06T00:00:00,70.0,4.292,254.84,6473.98,49.98,0.636
R00005546,M0016,2024-02-06T06:00:00,69.23,4.588,246.65,6477.02,55.16,0.506
R00005547,M0016,2024-02-06T12:00:00,69.48,4.388,255.29,6479.72,51.91,0.451
R00005548,M0016,2024-02-06T18:00:00,72.08,4.492,256.39,6484.79,57.26,0.845
R00005549,M0016,2024-02-07T00:00:00,69.11,4.413,254.52,6488.42,48.01,0.605
R00005550,M0016,2024-02-07T06:00:00,73.63,4.603,245.81,6493.57,53.31,0.858
R00005551,M0016,2024-02-07T12:00:00,70.65,5.005,255.68,6498.76,56.43,0.864
R00005552,M0016,2024-02-07T18:00:00,68.32,4.714,251.33,6503.31,54.1,0.758
R00005553,M0016,2024-02-08T00:00:00,69.91,4.415,252.34,6507.6,52.95,0.715
R00005554,M0016,2024-02-08T06:00:00,72.92,4.432,259.23,6511.6,52.72,0.668
R00005555,M0016,2024-02-08T12:00:00,72.24,4.409,254.63,6516.41,52.75,0.801
R00005556,M0016,2024-02-08T18:00:00,68.31,4.24,257.57,6520.27,50.58,0.643
R00005557,M0016,2024-02-09T00:00:00,66.98,4.461,255.29,6524.21,53.5,0.657
R00005558,M0016,2024-02-09T06:00:00,73.82,4.652,256.76,6529.09,57.05,0.814
R00005559,M0016,2024-02-09T12:00:00,67.07,4.55,256.74,6532.08,49.2,0.497
R00005560,M0016,2024-02-09T18:00:00,67.88,4.65,254.43,6535.86,47.57,0.631
R00005561,M0016,2024-02-10T00:00:00,69.68,4.601,257.43,6539.29,52.5,0.57
R00005562,M0016,2024-02-10T06:00:00,73.14,4.374,250.74,6544.23,56.67,0.825
R00005563,M0016,2024-02-10T12:00:00,73.86,4.599,252.41,6548.73,55.65,0.749
R00005564,M0016,2024-02-10T18:00:00,70.48,4.77,253.29,6553.2,51.37,0.746
R00005565,M0016,2024-02-11T00:00:00,66.99,4.314,257.62,6556.18,53.57,0.496
R00005566,M0016,2024-02-11T06:00:00,74.52,4.602,248.62,6561.01,53.5,0.806
R00005567,M0016,2024-02-11T12:00:00,66.93,4.268,252.37,6563.87,50.46,0.476
R00005568,M0016,2024-02-11T18:00:00,68.8,4.444,252.96,6567.62,49.68,0.624
R00005569,M0016,2024-02-12T00:00:00,70.74,4.603,249.87,6572.53,54.46,0.82
R00005570,M0016,2024-02-12T06:00:00,68.72,4.729,249.29,6577.11,53.63,0.763
R00005571,M0016,2024-02-12T12:00:00,72.75,4.949,254.43,6582.49,58.54,0.897
R00005572,M0016,2024-02-12T18:00:00,67.14,4.334,254.98,6586.15,47.82,0.61
R00005573,M0016,2024-02-13T00:00:00,69.37,4.329,253.23,6590.77,54.03,0.769
R00005574,M0016,2024-02-13T06:00:00,74.29,4.614,250.49,6594.95,57.86,0.698
R00005575,M0016,2024-02-13T12:00:00,70.53,4.595,249.85,6599.36,50.67,0.735
R00005576,M0016,2024-02-13T18:00:00,67.23,4.998,250.65,6603.58,52.83,0.703
R00005577,M0016,2024-02-14T00:00:00,72.26,4.635,247.57,6607.91,57.23,0.721
R00005578,M0016,2024-02-14T06:00:00,73.28,4.577,257.51,6612.16,53.76,0.709
R00005579,M0016,2024-02-14T12:00:00,66.26,4.561,253.2,6615.93,49.71,0.629
R00005580,M0016,2024-02-14T18:00:00,67.65,4.64,252.31,6619.38,49.26,0.575
R00005581,M0016,2024-02-15T00:00:00,69.5,4.9,253.65,6624.42,54.43,0.84
R00005582,M0016,2024-02-15T06:00:00,70.5,4.775,253.66,6629.65,54.27,0.872
R00005583,M0016,2024-02-15T12:00:00,70.14,4.959,252.3,6635.59,55.83,0.991
R00005584,M0016,2024-02-15T18:00:00,67.35,4.321,261.35,6640.12,51.91,0.754
R00005585,M0016,2024-02-16T00:00:00,73.46,4.543,250.91,6644.53,53.72,0.735
